"id","date","yearday","serialday"
1030,2013-03-24,82,42818
1030,2016-03-23,81,42817
1032,2013-03-24,82,42818
1033,2013-03-24,82,42818
1036,2013-03-24,82,42818
1037,2013-03-24,82,42818
1039,2013-03-03,61,42797
1039,2013-03-31,89,42825
1042,2013-03-31,89,42825
1043,2013-03-31,89,42825
1044,2013-03-31,89,42825
1045,2013-03-31,89,42825
1047,2013-04-03,92,42828
1048,2013-04-03,92,42828
1049,2013-04-10,99,42835
1051,2013-04-03,92,42828
1052,2013-04-03,92,42828
1053,2013-04-03,92,42828
1055,2013-04-03,92,42828
1056,2013-04-03,92,42828
1060,2013-04-03,92,42828
1065,2013-04-03,92,42828
1066,2013-04-03,92,42828
1069,2013-04-03,92,42828
1074,2013-04-03,92,42828
1076,2013-04-03,92,42828
1077,2013-04-03,92,42828
1077,2017-04-09,98,42834
1079,2013-04-03,92,42828
1080,2013-04-03,92,42828
1081,2013-04-03,92,42828
1084,2013-04-04,93,42829
1084,2013-04-08,97,42833
1085,2013-04-04,93,42829
1086,2013-04-04,93,42829
1087,2013-04-03,92,42828
1089,2013-04-08,97,42833
1090,2013-04-08,97,42833
1092,2013-04-08,97,42833
1093,2013-04-08,97,42833
1094,2013-04-08,97,42833
1094,2015-04-03,92,42828
1099,2013-04-08,97,42833
1100,2013-04-09,98,42834
1101,2013-04-09,98,42834
1103,2013-04-09,98,42834
1107,2013-04-09,98,42834
1107,2013-04-10,99,42835
1111,2013-04-09,98,42834
1112,2013-04-09,98,42834
1113,2013-04-09,98,42834
1114,2013-04-09,98,42834
1115,2013-04-09,98,42834
1116,2013-04-09,98,42834
1117,2013-04-10,99,42835
1120,2013-04-10,99,42835
1121,2013-04-10,99,42835
1122,2013-04-10,99,42835
1123,2013-04-10,99,42835
1123,2013-04-11,100,42836
1126,2013-04-10,99,42835
1126,2014-04-12,101,42837
1127,2013-04-10,99,42835
1129,2013-04-10,99,42835
1130,2013-04-10,99,42835
1130,2014-04-07,96,42832
1131,2013-04-11,100,42836
1132,2013-04-10,99,42835
1132,2013-04-11,100,42836
1137,2013-04-11,100,42836
1137,2015-04-10,99,42835
1139,2013-04-11,100,42836
1140,2013-04-11,100,42836
1141,2013-04-10,99,42835
1142,2013-04-10,99,42835
1143,2013-04-10,99,42835
1144,2013-04-10,99,42835
1146,2013-04-11,100,42836
1148,2013-04-11,100,42836
1150,2013-04-12,101,42837
1151,2013-04-12,101,42837
1152,2013-04-12,101,42837
1153,2013-04-12,101,42837
1154,2013-04-12,101,42837
1155,2013-04-12,101,42837
1156,2013-04-12,101,42837
1156,2014-04-12,101,42837
1156,2014-04-14,103,42839
1157,2013-04-12,101,42837
1158,2013-04-12,101,42837
1159,2013-04-12,101,42837
1160,2013-04-15,104,42840
1162,2013-04-15,104,42840
1165,2013-04-15,104,42840
1165,2015-04-08,97,42833
1167,2013-04-15,104,42840
1168,2013-04-15,104,42840
1169,2013-04-15,104,42840
1173,2013-04-18,107,42843
1173,2013-04-21,110,42846
1176,2013-04-18,107,42843
1177,2013-04-18,107,42843
1178,2013-04-18,107,42843
1180,2013-04-18,107,42843
1181,2013-04-18,107,42843
1181,2013-04-19,108,42844
1181,2015-04-11,100,42836
1181,2016-03-23,81,42817
1181,2016-04-19,108,42844
1182,2013-04-19,108,42844
1182,2016-04-27,116,42852
1182,2016-05-02,121,42857
1182,2016-05-03,122,42858
1183,2013-04-19,108,42844
1184,2013-04-19,108,42844
1185,2013-04-19,108,42844
1185,2014-04-12,101,42837
1185,2015-04-15,104,42840
1187,2013-04-19,108,42844
1188,2013-04-19,108,42844
1188,2013-04-20,109,42845
1188,2013-04-21,110,42846
1189,2013-04-19,108,42844
1190,2013-04-19,108,42844
1191,2013-04-19,108,42844
1192,2013-04-19,108,42844
1193,2013-04-19,108,42844
1193,2013-04-21,110,42846
1194,2013-04-19,108,42844
1195,2013-04-19,108,42844
1196,2013-04-19,108,42844
1196,2014-04-12,101,42837
1197,2013-04-19,108,42844
1197,2014-04-11,100,42836
1197,2017-03-08,66,42802
1199,2013-04-19,108,42844
1199,2013-04-20,109,42845
1199,2013-04-21,110,42846
1200,2013-04-20,109,42845
1202,2013-04-21,110,42846
1203,2013-04-21,110,42846
1204,2013-04-21,110,42846
1211,2013-04-21,110,42846
1213,2013-04-21,110,42846
1214,2013-04-21,110,42846
1215,2013-04-21,110,42846
1215,2017-04-23,112,42848
1226,2013-04-22,111,42847
1226,2014-04-07,96,42832
1226,2014-04-08,97,42833
1227,2013-04-07,96,42832
1227,2013-04-21,110,42846
1228,2013-04-27,116,42852
1228,2013-05-01,120,42856
1228,2014-04-19,108,42844
1229,2013-04-27,116,42852
1229,2015-04-22,111,42847
1229,2015-04-23,112,42848
1229,2016-05-02,121,42857
1229,2016-05-09,128,42864
1229,2017-04-22,111,42847
1230,2013-04-27,116,42852
1230,2015-04-23,112,42848
1231,2013-04-30,119,42855
1232,2013-04-30,119,42855
1233,2015-05-01,120,42856
1234,2013-05-05,124,42860
1235,2013-05-05,124,42860
1236,2013-05-05,124,42860
1237,2013-05-05,124,42860
1238,2013-05-05,124,42860
1300,2014-01-20,19,42755
1300,2014-01-23,22,42758
1300,2014-01-25,24,42760
1300,2014-02-01,31,42767
1300,2016-03-10,68,42804
1301,2014-02-01,31,42767
1302,2014-02-01,31,42767
1303,2014-02-01,31,42767
1304,2014-02-01,31,42767
1305,2014-02-04,34,42770
1306,2014-02-08,38,42774
1307,2014-02-18,48,42784
1308,2014-02-18,48,42784
1309,2014-03-05,63,42799
1310,2014-03-05,63,42799
1311,2014-03-05,63,42799
1312,2014-03-15,73,42809
1314,2014-03-15,73,42809
1316,2014-03-15,73,42809
1317,2014-03-15,73,42809
1318,2014-03-15,73,42809
1318,2014-03-16,74,42810
1319,2014-03-15,73,42809
1320,2014-03-15,73,42809
1322,2014-03-16,74,42810
1324,2014-03-16,74,42810
1325,2014-03-16,74,42810
1326,2014-03-16,74,42810
1327,2014-03-15,73,42809
1327,2014-03-16,74,42810
1327,2015-03-22,80,42816
1328,2014-03-16,74,42810
1329,2014-03-16,74,42810
1332,2014-03-15,73,42809
1334,2014-03-16,74,42810
1335,2014-03-16,74,42810
1336,2014-03-20,78,42814
1337,2014-03-20,78,42814
1337,2014-03-22,80,42816
1338,2014-03-20,78,42814
1340,2014-03-20,78,42814
1341,2014-03-20,78,42814
1341,2017-03-31,89,42825
1342,2014-03-22,80,42816
1343,2014-03-22,80,42816
1344,2014-03-22,80,42816
1345,2014-03-22,80,42816
1346,2014-03-22,80,42816
1347,2014-03-22,80,42816
1348,2014-03-22,80,42816
1349,2014-04-05,94,42830
1350,2014-04-05,94,42830
1350,2015-04-08,97,42833
1351,2014-04-05,94,42830
1352,2014-04-07,96,42832
1354,2014-04-07,96,42832
1356,2014-04-07,96,42832
1358,2014-04-07,96,42832
1360,2014-04-07,96,42832
1361,2014-04-07,96,42832
1363,2014-04-11,100,42836
1367,2014-04-11,100,42836
1370,2014-04-12,101,42837
1371,2014-04-12,101,42837
1372,2014-04-12,101,42837
1374,2014-04-12,101,42837
1375,2014-04-11,100,42836
1375,2014-04-12,101,42837
1375,2015-04-10,99,42835
1377,2014-04-12,101,42837
1379,2014-04-12,101,42837
1382,2014-04-12,101,42837
1386,2014-04-12,101,42837
1393,2014-04-07,96,42832
1393,2014-04-12,101,42837
1394,2014-04-12,101,42837
1394,2015-04-10,99,42835
1394,2015-04-12,101,42837
1394,2017-04-04,93,42829
1398,2014-04-12,101,42837
1404,2014-04-12,101,42837
1406,2014-04-12,101,42837
1407,2014-04-13,102,42838
1408,2014-04-13,102,42838
1409,2014-04-13,102,42838
1410,2014-04-13,102,42838
1412,2014-04-13,102,42838
1413,2014-04-13,102,42838
1414,2014-04-12,101,42837
1415,2014-04-13,102,42838
1417,2014-04-12,101,42837
1419,2014-04-19,108,42844
1419,2015-04-10,99,42835
1420,2014-04-19,108,42844
1421,2014-04-19,108,42844
1422,2014-04-19,108,42844
1423,2014-04-19,108,42844
1425,2014-04-19,108,42844
1426,2014-03-23,81,42817
1427,2014-05-01,120,42856
1427,2017-04-29,118,42854
1428,2014-03-23,81,42817
1429,2014-03-23,81,42817
1430,2014-05-08,127,42863
1430,2014-05-11,130,42866
1431,2014-05-08,127,42863
1432,2014-05-12,131,42867
1432,2015-05-06,125,42861
1434,2013-03-22,80,42816
1435,2013-03-22,80,42816
1438,2014-04-07,96,42832
1439,2014-04-07,96,42832
1440,2014-04-07,96,42832
1441,2015-03-20,78,42814
1442,2014-04-12,101,42837
1450,2015-01-02,1,42737
1451,2015-01-21,20,42756
1451,2015-03-22,80,42816
1452,2015-01-21,20,42756
1453,2015-01-21,20,42756
1454,2015-01-21,20,42756
1455,2015-01-21,20,42756
1457,2015-01-30,29,42765
1458,2015-01-30,29,42765
1459,2015-01-30,29,42765
1460,2015-02-08,38,42774
1461,2015-02-08,38,42774
1462,2015-02-08,38,42774
1463,2015-02-09,39,42775
1464,2015-02-22,52,42788
1465,2015-02-22,52,42788
1466,2015-02-22,52,42788
1467,2015-02-23,53,42789
1468,2015-02-23,53,42789
1469,2015-02-28,58,42794
1470,2015-03-02,60,42796
1471,2015-03-02,60,42796
1472,2015-03-02,60,42796
1473,2015-03-02,60,42796
1474,2015-03-02,60,42796
1475,2015-03-08,66,42802
1475,2015-03-09,67,42803
1475,2015-03-10,68,42804
1477,2015-03-10,68,42804
1478,2015-03-10,68,42804
1479,2015-03-08,66,42802
1479,2015-04-10,99,42835
1480,2015-03-09,67,42803
1481,2015-03-09,67,42803
1482,2015-03-09,67,42803
1483,2015-03-09,67,42803
1486,2015-03-09,67,42803
1486,2015-03-10,68,42804
1486,2016-04-22,111,42847
1488,2015-03-09,67,42803
1489,2015-03-10,68,42804
1490,2015-03-10,68,42804
1491,2015-03-10,68,42804
1492,2015-03-10,68,42804
1494,2015-03-10,68,42804
1495,2015-03-10,68,42804
1497,2015-03-10,68,42804
1498,2015-03-10,68,42804
1501,2015-03-10,68,42804
1502,2015-03-14,72,42808
1503,2015-03-14,72,42808
1504,2015-03-11,69,42805
1505,2015-03-09,67,42803
1506,2015-03-09,67,42803
1509,2015-03-08,66,42802
1510,2015-03-08,66,42802
1511,2015-03-19,77,42813
1512,2015-03-19,77,42813
1513,2015-03-09,67,42803
1520,2015-03-20,78,42814
1521,2015-03-20,78,42814
1522,2015-03-20,78,42814
1523,2015-03-20,78,42814
1524,2015-03-20,78,42814
1526,2015-03-20,78,42814
1528,2015-03-20,78,42814
1529,2015-03-20,78,42814
1532,2015-03-20,78,42814
1532,2016-03-27,85,42821
1536,2015-03-20,78,42814
1537,2015-03-20,78,42814
1539,2015-03-20,78,42814
1540,2015-03-20,78,42814
1546,2015-03-20,78,42814
1549,2015-03-20,78,42814
1549,2017-01-17,16,42752
1550,2015-03-20,78,42814
1552,2015-03-20,78,42814
1553,2015-03-20,78,42814
1554,2015-03-20,78,42814
1560,2015-03-22,80,42816
1561,2015-03-22,80,42816
1562,2015-03-22,80,42816
1563,2015-03-22,80,42816
1564,2015-03-22,80,42816
1565,2015-03-22,80,42816
1567,2015-03-22,80,42816
1568,2015-03-22,80,42816
1569,2015-03-22,80,42816
1569,2015-03-23,81,42817
1570,2015-03-22,80,42816
1570,2015-03-23,81,42817
1571,2015-03-22,80,42816
1572,2015-03-22,80,42816
1576,2015-03-23,81,42817
1579,2015-03-23,81,42817
1580,2015-03-23,81,42817
1581,2015-03-23,81,42817
1582,2015-03-23,81,42817
1583,2015-03-23,81,42817
1585,2015-03-23,81,42817
1588,2015-03-23,81,42817
1590,2015-03-23,81,42817
1591,2015-03-26,84,42820
1592,2015-03-26,84,42820
1593,2015-03-26,84,42820
1594,2015-03-26,84,42820
1595,2015-03-26,84,42820
1596,2015-03-26,84,42820
1597,2015-03-26,84,42820
1598,2015-03-26,84,42820
1599,2015-03-26,84,42820
1600,2015-03-26,84,42820
1601,2015-03-10,68,42804
1602,2015-03-10,68,42804
1603,2015-03-10,68,42804
1604,2015-03-23,81,42817
1606,2015-03-23,81,42817
1607,2015-04-03,92,42828
1608,2015-04-03,92,42828
1609,2015-04-03,92,42828
1610,2015-04-03,92,42828
1611,2015-04-03,92,42828
1612,2015-04-03,92,42828
1613,2015-04-03,92,42828
1613,2016-04-14,103,42839
1614,2015-04-03,92,42828
1616,2015-04-03,92,42828
1618,2015-04-03,92,42828
1625,2015-04-03,92,42828
1626,2015-04-03,92,42828
1627,2015-04-03,92,42828
1629,2015-04-03,92,42828
1630,2015-04-03,92,42828
1631,2015-04-03,92,42828
1632,2015-04-03,92,42828
1633,2015-04-03,92,42828
1634,2015-04-03,92,42828
1635,2015-04-03,92,42828
1636,2015-04-03,92,42828
1637,2015-04-03,92,42828
1638,2015-04-02,91,42827
1639,2015-04-07,96,42832
1640,2015-04-07,96,42832
1662,2015-04-08,97,42833
1666,2015-04-08,97,42833
1667,2015-04-08,97,42833
1667,2015-12-29,362,43098
1671,2015-04-08,97,42833
1671,2015-04-09,98,42834
1672,2015-04-08,97,42833
1673,2015-04-09,98,42834
1673,2015-04-10,99,42835
1674,2015-04-08,97,42833
1677,2015-04-08,97,42833
1678,2015-04-08,97,42833
1679,2015-04-08,97,42833
1679,2015-04-09,98,42834
1681,2015-04-08,97,42833
1682,2015-04-08,97,42833
1683,2015-04-08,97,42833
1684,2015-04-08,97,42833
1686,2015-04-08,97,42833
1689,2015-04-08,97,42833
1689,2015-04-11,100,42836
1690,2015-04-08,97,42833
1693,2015-04-09,98,42834
1696,2015-04-09,98,42834
1697,2015-04-09,98,42834
1698,2015-04-09,98,42834
1699,2015-04-09,98,42834
1703,2015-04-09,98,42834
1709,2015-04-09,98,42834
1711,2015-04-09,98,42834
1712,2015-04-09,98,42834
1718,2015-04-09,98,42834
1719,2015-04-09,98,42834
1721,2015-04-09,98,42834
1726,2015-04-09,98,42834
1733,2015-04-09,98,42834
1736,2015-04-09,98,42834
1739,2015-04-09,98,42834
1740,2015-04-10,99,42835
1741,2015-04-09,98,42834
1745,2015-04-10,99,42835
1746,2015-04-09,98,42834
1747,2015-04-10,99,42835
1753,2015-04-10,99,42835
1757,2015-04-10,99,42835
1759,2015-04-10,99,42835
1759,2017-04-04,93,42829
1763,2015-04-10,99,42835
1765,2015-04-10,99,42835
1766,2015-04-10,99,42835
1773,2015-04-10,99,42835
1780,2015-04-08,97,42833
1781,2015-04-08,97,42833
1782,2015-04-08,97,42833
1783,2015-04-08,97,42833
1784,2015-04-08,97,42833
1785,2015-04-11,100,42836
1785,2017-03-25,83,42819
1786,2015-04-03,92,42828
1787,2015-04-19,108,42844
1788,2015-04-19,108,42844
1789,2015-04-19,108,42844
1791,2015-04-22,111,42847
1793,2015-04-23,112,42848
1795,2015-04-23,112,42848
1800,2015-12-29,362,43098
1800,2017-04-08,97,42833
1801,2016-01-12,11,42747
1802,2016-01-15,14,42750
1802,2016-01-16,15,42751
1803,2016-01-26,25,42761
1805,2016-02-02,32,42768
1806,2016-02-02,32,42768
1807,2016-02-21,51,42787
1808,2016-02-23,53,42789
1809,2016-02-29,59,42795
1810,2016-02-29,59,42795
1811,2016-02-29,59,42795
1812,2016-03-10,68,42804
1814,2016-03-10,68,42804
1815,2016-03-10,68,42804
1815,2016-03-12,70,42806
1815,2016-03-13,71,42807
1816,2016-03-12,70,42806
1822,2016-03-13,71,42807
1823,2016-03-13,71,42807
1824,2016-03-13,71,42807
1825,2016-03-13,71,42807
1826,2016-03-10,68,42804
1829,2016-03-14,72,42808
1831,2016-03-13,71,42807
1832,2016-03-14,72,42808
1832,2016-03-16,74,42810
1833,2016-03-14,72,42808
1834,2016-03-13,71,42807
1834,2016-03-14,72,42808
1836,2016-03-14,72,42808
1837,2016-03-14,72,42808
1838,2016-03-14,72,42808
1839,2016-03-19,77,42813
1840,2016-03-19,77,42813
1841,2016-03-19,77,42813
1841,2017-03-25,83,42819
1841,2017-03-26,84,42820
1842,2016-03-19,77,42813
1842,2017-04-21,110,42846
1843,2016-03-19,77,42813
1844,2016-03-19,77,42813
1845,2016-03-23,81,42817
1847,2016-03-23,81,42817
1847,2017-04-20,109,42845
1847,2017-04-22,111,42847
1849,2016-03-23,81,42817
1853,2016-03-23,81,42817
1854,2016-03-23,81,42817
1857,2016-03-23,81,42817
1859,2016-03-24,82,42818
1860,2016-03-24,82,42818
1861,2016-03-24,82,42818
1862,2016-03-23,81,42817
1863,2016-03-24,82,42818
1865,2016-03-24,82,42818
1866,2016-01-24,23,42759
1868,2016-03-23,81,42817
1868,2016-03-24,82,42818
1869,2016-03-24,82,42818
1870,2016-03-24,82,42818
1871,2016-03-24,82,42818
1872,2016-03-24,82,42818
1873,2016-03-27,85,42821
1874,2016-03-27,85,42821
1875,2016-03-27,85,42821
1876,2016-03-27,85,42821
1878,2016-03-27,85,42821
1881,2016-04-04,93,42829
1882,2016-04-04,93,42829
1884,2016-04-04,93,42829
1885,2016-04-05,94,42830
1886,2016-04-05,94,42830
1890,2016-04-14,103,42839
1892,2016-04-14,103,42839
1895,2016-04-14,103,42839
1897,2016-04-14,103,42839
1908,2016-04-14,103,42839
1909,2016-04-14,103,42839
1915,2016-04-14,103,42839
1917,2016-04-14,103,42839
1918,2016-04-14,103,42839
1918,2016-04-17,106,42842
1918,2017-04-17,106,42842
1919,2016-04-14,103,42839
1921,2016-04-22,111,42847
1922,2016-04-22,111,42847
1923,2016-04-22,111,42847
1925,2016-04-22,111,42847
1925,2016-04-23,112,42848
1926,2016-04-27,116,42852
1928,2016-04-27,116,42852
1928,2016-04-30,119,42855
1929,2016-04-27,116,42852
1929,2016-04-29,118,42854
1929,2016-05-03,122,42858
1930,2016-04-27,116,42852
1932,2016-04-27,116,42852
1939,2016-04-29,118,42854
1945,2016-05-02,121,42857
1949,2016-05-10,129,42865
1950,2016-03-14,72,42808
1982,2016-04-30,119,42855
2000,2017-01-14,13,42749
2002,2017-01-15,14,42750
2003,2017-01-15,14,42750
2004,2017-01-15,14,42750
2006,2017-01-17,16,42752
2007,2017-01-17,16,42752
2008,2017-01-17,16,42752
2009,2017-02-20,50,42786
2010,2017-02-20,50,42786
2011,2017-02-23,53,42789
2012,2017-02-23,53,42789
2013,2017-02-23,53,42789
2013,2017-03-13,71,42807
2014,2017-02-23,53,42789
2014,2017-03-13,71,42807
2015,2017-03-08,66,42802
2016,2016-03-08,66,42802
2016,2017-03-08,66,42802
2017,2017-03-08,66,42802
2018,2017-03-08,66,42802
2019,2017-03-08,66,42802
2020,2017-03-12,70,42806
2022,2017-03-11,69,42805
2023,2017-03-12,70,42806
2026,2017-03-13,71,42807
2027,2017-03-13,71,42807
2028,2017-03-13,71,42807
2029,2017-03-13,71,42807
2030,2017-03-13,71,42807
2031,2017-03-13,71,42807
2032,2017-03-13,71,42807
2033,2017-03-13,71,42807
2034,2017-03-13,71,42807
2035,2017-03-13,71,42807
2036,2017-03-13,71,42807
2037,2017-03-13,71,42807
2038,2017-03-13,71,42807
2039,2017-03-13,71,42807
2045,2017-03-13,71,42807
2046,2017-03-18,76,42812
2047,2017-03-18,76,42812
2048,2017-03-18,76,42812
2049,2017-03-18,76,42812
2050,2017-03-18,76,42812
2051,2017-03-18,76,42812
2052,2017-03-18,76,42812
2053,2017-03-18,76,42812
2054,2017-03-18,76,42812
2056,2017-03-18,76,42812
2057,2017-03-18,76,42812
2058,2017-03-18,76,42812
2059,2017-03-18,76,42812
2061,2017-03-18,76,42812
2062,2017-03-25,83,42819
2063,2017-03-25,83,42819
2064,2017-03-25,83,42819
2065,2017-03-25,83,42819
2066,2017-03-25,83,42819
2067,2017-03-25,83,42819
2068,2017-03-25,83,42819
2069,2017-03-25,83,42819
2070,2017-03-25,83,42819
2071,2017-03-25,83,42819
2071,2017-03-26,84,42820
2072,2017-03-26,84,42820
2073,2017-03-26,84,42820
2074,2017-03-26,84,42820
2075,2017-03-26,84,42820
2076,2017-03-26,84,42820
2077,2017-03-26,84,42820
2078,2017-03-26,84,42820
2079,2017-03-26,84,42820
2080,2017-03-26,84,42820
2082,2017-03-26,84,42820
2083,2017-03-26,84,42820
2084,2017-03-26,84,42820
2085,2017-03-26,84,42820
2086,2017-03-26,84,42820
2087,2017-03-26,84,42820
2088,2017-03-28,86,42822
2089,2017-03-28,86,42822
2090,2017-03-28,86,42822
2091,2017-03-18,76,42812
2092,2017-03-29,87,42823
2093,2017-03-29,87,42823
2094,2017-03-29,87,42823
2095,2017-03-29,87,42823
2096,2017-03-25,83,42819
2097,2017-03-25,83,42819
2098,2017-03-31,89,42825
2099,2017-03-31,89,42825
2100,2017-03-25,83,42819
2101,2017-03-25,83,42819
2102,2017-03-26,84,42820
2103,2017-03-26,84,42820
2104,2017-03-31,89,42825
2105,2017-04-04,93,42829
2106,2017-04-04,93,42829
2107,2017-04-04,93,42829
2108,2017-04-06,95,42831
2109,2017-04-06,95,42831
2110,2017-04-08,97,42833
2112,2017-04-08,97,42833
2114,2017-04-09,98,42834
2115,2017-03-26,84,42820
2116,2017-04-16,105,42841
2117,2017-04-16,105,42841
2119,2017-04-16,105,42841
2120,2017-04-16,105,42841
2122,2017-04-17,106,42842
2123,2017-04-21,110,42846
2124,2017-04-21,110,42846
2125,2017-04-21,110,42846
2125,2017-04-22,111,42847
2125,2017-04-23,112,42848
2126,2017-04-22,111,42847
2128,2017-04-22,111,42847
2129,2017-04-22,111,42847
2130,2017-04-23,112,42848
2131,2017-04-23,112,42848
2132,2017-04-23,112,42848
2133,2017-04-23,112,42848
2134,2017-04-23,112,42848
2136,2017-04-09,98,42834
2138,2017-04-09,98,42834
2139,2017-04-30,119,42855
2140,2017-03-25,83,42819
2141,2017-03-25,83,42819
